,title,company,location,summary,mean_salary
1715,business test analyst,Momentum Security Recruitment,Leeds•Remote,"understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.job types: full-time, permanent.",25000.0
1716,business systems support analyst - market leading benefits!...,Interface Recruitment,Leeds,"other corporate knowledge – health and safety, ict systems, information management and data protection.holidays: 30 days holiday pro-rata, on standard terms &…",30000.0
1717,business analyst with agile experience,Solo Search,Leeds,"understand data flows / data management, data systems; ideally have worked within a dataflow programme.experience of working in a highly technical environment…",50000.0
1718,bi developer,Harnham,Leeds+1 location•Remote,work closely with the data analyst and data scientist to gather requirements.significant experience with data management.,52500.0
1719,bi developer / datawarehouse developer - sql,Interface Recruitment,Leeds,acts as a conduit to understand the impact of wider business changes on the warehouse and data available for reporting.,45000.0
1720,senior insight analyst,Harnham,Leedsshire,aid business development and ensure that credit strategy and policy is delivered.analyse scorecards and strategies that you will collate and recommend to…,40000.0
1721,business analyst (systems),Guru Resourcing,Leeds,be adept at analysing data and preparing well-structured business cases and project plans.understand the importance of ensuring that data output from systems…,45000.0
1722,"bi developer - power bi, python - work from home",Nigel Frank International Limited,Leeds•Remote,maintain and support data warehouse and bi reporting platform.engage with stakeholders to ensure successful implementation of bi in line with the requirements.,45000.0
1725,bi consultant,Nigel Frank International Limited,Leeds,developing proof of concepts and agreeing on the best solution for the business.implementing and developing green field solutions.,50000.0
1726,business intelligence analyst - bi analyst,Page Personnel - UK,Leeds,"a minimum of 2 years of experience in a relevant data analyst or data scientist role.collating data from multiple systems and data sources, to provide…",32500.0
1727,lead business analyst,Anchor,Leeds BD1 2ST,"investigate, analyse and review existing business structures, processes, systems, data and information to identify detailed requirements, utilising a range of…",56000.0
1728,business intelligence developer - ms bi stack - £60k,Interface Recruitment,Leeds,resolve data quality issues through robust data investigation and resolution activity.experience of data / mi change programme – especially in a data /…,60000.0
1730,senior business analyst,Anchor,Leeds BD1 2ST,"investigate, analyse and review existing business structures, processes, systems, data and information to identify detailed requirements, utilising a range of…",48000.0
1731,ref 576 - bi developer - preference for qlikview / qlik sens...,Interface Recruitment,Leeds,support significant data migration projects.experience working with complex data structures.experience and knowledge of dimensional data modelling.,37500.0
1733,sql / bi developer,Oscar Technology,Leeds•Remote,oscar technology are pleased to bring to the market a new role for a sql developer with a Leeds based company who are really driving innovation in their field.,50000.5
1734,digital insight analyst,Searchability,Leeds,you will use your insight analysis / insight focus / lead analysis / research / data analysis / agency to carry out data analysis to investigate a myriad of…,30000.0
1735,business intelligence lead,Interface Recruitment,Leeds,maintain and support data analytics platforms.experience with data visualization tool such as power bi.experience in mentoring and coaching developers in…,52500.0
1736,business intelligence developer - t-sql ssis qlikview - west...,Interface Recruitment,Leeds+1 location,exposure to qlikview and other data visualisation and aggregation tools.develop data warehouse and bi solutions as per specifications and standards.,45000.0
1738,bi consultant - home - based - gbp50 - 65k,Nigel Frank International Limited,Leeds•Remote,please note - this role is home based but will require you to travel to client site when required.a fantastic microsoft gold partner is looking to recruit a…,57500.0
1741,business intelligence and sql developer,Searchability,Leeds,business intelligence & sql developer – ssrs / ssis / sql server / bi systems / c# / jenkins / azure.exciting new bi & sql developer role based in Leeds.,75000.0
